,Affiliation_ID,Affiliation_Name,Score
500,0A296B1E,pompeu fabra university,0.0
456,0005FC5A,university at albany suny,0.0
499,07874D3C,university of iowa,0.0
475,0BF79DFE,national and kapodistrian university of athens,0.0
474,0532D181,michigan state university,0.0
473,00BBEBAA,texas tech university,0.0
472,017889A7,indian institute of technology madras,0.0
471,075ABF1F,uppsala university,0.0
470,06DA7DC2,aalborg university copenhagen,0.0
469,08A97E0C,deloitte,0.0
468,0B3CDF24,university of colorado boulder,0.0
467,094DB5D4,university of california merced,0.0
466,0ACD6604,university of oregon,0.0
465,093304A4,university of fribourg,0.0
464,07B6A2A8,tampere university of technology,0.0
463,0CA4B187,university of victoria,0.0
462,09DD720A,kangwon national university,0.0
461,074491E2,tufts university,0.0
460,07B10DCB,university of udine,0.0
459,03B817A9,university of rouen,0.0
458,08ADCF85,university of miami,0.0
457,034F3208,goldsmiths university of london,0.0
476,0045D9F6,technical university of berlin,0.0
477,0B23C19B,internet initiative japan,0.0
478,00CD8766,vrije universiteit brussel,0.0
490,0147F037,aix marseille university,0.0
498,33CD4141,netflix,0.0
497,049573B2,university of coimbra,0.0
496,06601420,florida institute of technology,0.0
495,33865634,weimar institute,0.0
494,04F99C7A,it university of copenhagen,0.0
493,0A0D2BAD,university of calgary,0.0
492,038CB6F6,stony brook university,0.0
491,0782737C,skolkovo institute of science and technology,0.0
489,06CCE1C6,goethe university frankfurt,0.0
480,06D39D72,tokyo institute of technology,0.0
488,08A948CC,johns hopkins university,0.0
487,03672BD5,swinburne university of technology,0.0
486,4C7D4F86,brigham and women s hospital,0.0
485,069DA7A7,sprint corporation,0.0
484,07F892EC,university of helsinki,0.0
483,050513B0,university of california davis,0.0
482,00D956B2,hong kong polytechnic university,0.0
481,0045D019,hanyang university,0.0
0,000CF342,sungkyunkwan university,0.0
